话题	label	热度	index	在榜日期	在榜时间
网红雅典娜证实被害	hot	4755434	0	20260811	20260811_00:02:12
易烊千玺百花奖最佳男主角	new	4202567	1	20260811	20260811_00:02:12
第一批抱冬瓜睡觉受害者出现	hot	3649701	2	20260811	20260811_00:02:12
Zhihu CLI上线	hot	3553689	3	20260811	20260811_00:02:12
《欢迎来龙餐馆》		3505684	4	20260811	20260811_00:02:12
王宝强0票	new	3481681	5	20260811	20260811_00:02:12
台风白海豚		3457678	6	20260811	20260811_00:02:12
定位纠纷致外卖员被砍成植物人	hot	3248673	7	20260811	20260811_00:02:12
雪佛兰退出中国市场	hot	3068471	8	20260811	20260811_00:02:12
古二曝繁花剧组涉偷税吸毒	hot	3034635	9	20260811	20260811_00:02:12
武汉司门口城管摊贩冲突	hot	2917621	10	20260811	20260811_00:02:12
第一批抱冬瓜睡觉受害者已出现	hot	2850586	11	20260811	20260811_00:02:12
上半年国内手机销量TOP30出炉		2782411	12	20260811	20260811_00:02:12
《欢迎来龙餐馆》热映		2694266	13	20260811	20260811_00:02:12
同济大学取消教师长期聘任	hot	2553147	14	20260811	20260811_00:02:12
鸿蒙智行回应「竹知了」事件		2536698	15	20260811	20260811_00:02:12
我国首次证实「胶球」存在		2520509	16	20260811	20260811_00:02:12
台风白海豚致上海地铁停运		2490455	17	20260811	20260811_00:02:12
演员秦焰去世享年 72 岁		2398712	18	20260811	20260811_00:02:12
贾冰私下饭局爆粗口被偷拍		2360412	19	20260811	20260811_00:02:12
婚外胚胎案丈夫称已销毁胚胎		2317172	20	20260811	20260811_00:02:12
孙子非亲生老人索抚养费被驳		2282439	21	20260811	20260811_00:02:12
欢迎来龙餐馆热映		2247835	22	20260811	20260811_00:02:12
五角大楼转向战术核武对抗中俄		2114903	23	20260811	20260811_00:02:12
存款市场罕见两极分化		2106689	24	20260811	20260811_00:02:12
女子控诉被AI融脸带货内裤		1880553	25	20260811	20260811_00:02:12
显卡涨价后华硕拒按原价发货		1802452	26	20260811	20260811_00:02:12
苹果被曝正测试长鑫存储芯片		1777939	27	20260811	20260811_00:02:12
《欢迎来龙餐馆》奥斯卡		1709202	28	20260811	20260811_00:02:12
BLG 官宣 Flandre 加入		1590342	29	20260811	20260811_00:02:12
第一批抱冬瓜睡觉受害者已出现		2853516	11	20260811	20260811_00:41:43
韩杰医生因漏诊致儿童死亡		1732085	28	20260811	20260811_00:51:59
武汉司门口城管摊贩冲突		2948414	10	20260811	20260811_01:02:14
同济大学取消教师长期聘任		2645195	14	20260811	20260811_01:22:17
国乒围剿张本美和失败		1602049	29	20260811	20260811_01:41:55
钟睒睒称必须限制电商平台能力		2154725	22	20260811	20260811_01:52:02
雪佛兰退出中国市场		3054215	7	20260811	20260811_02:02:10
以媒称伊朗最高领袖被紧急送医		2054626	23	20260811	20260811_02:21:59
古二曝繁花剧组涉偷税吸毒		3048765	8	20260811	20260811_02:42:02
费大厨撤下全国小炒肉大王称号		1531936	29	20260811	20260811_02:51:54
王宝强0票	hot	2801001	9	20260811	20260811_04:22:06
易烊千玺百花奖最佳男主角		2413808	18	20260811	20260811_04:22:06
