话题	label	热度	index	在榜日期	在榜时间
河南14万考生成绩作废	hot	6889399	0	20260816	20260816_00:02:09
葵花药业创始人杀妻案	hot	3684930	1	20260816	20260816_00:02:09
旺旺董事长称要淘汰没贡献的员工	hot	3340027	2	20260816	20260816_00:02:09
Zhihu CLI上线	hot	3336839	3	20260816	20260816_00:02:09
《披荆斩棘 2026》第一期	new	3335245	4	20260816	20260816_00:02:09
DeepSeek Harness	hot	3333650	5	20260816	20260816_00:02:09
儿科医生韩杰因医疗事故罪被判刑	hot	3139976	6	20260816	20260816_00:02:09
河南三地发生堤坝溃口	hot	3044970	7	20260816	20260816_00:02:09
DeepSeek Pro正式版发布		2783243	8	20260816	20260816_00:02:09
胖东来招军人和刑释人员	hot	2747120	9	20260816	20260816_00:02:09
欢迎来到龙餐馆	hot	2583643	10	20260816	20260816_00:02:09
「林肯」号航母上多名水兵试图跳海自杀		2474302	11	20260816	20260816_00:02:09
协和医院用 AI 解决了数学界难题		2295243	12	20260816	20260816_00:02:09
智谱发布 GLM-5.3		2226938	13	20260816	20260816_00:02:09
五粮液不得低于 800 元抛售		2204727	14	20260816	20260816_00:02:09
3到5年内社保走向全额实缴	hot	2110969	15	20260816	20260816_00:02:09
梁文锋财富一年暴涨3850%		2096721	16	20260816	20260816_00:02:09
湖南发生煤矿事故 7 人失联		2024648	17	20260816	20260816_00:02:09
森多夫猜想被攻破		1860461	18	20260816	20260816_00:02:09
胖东来首批刑释职工无一离职		1823011	19	20260816	20260816_00:02:09
程序员正在集体自费上班		1765737	20	20260816	20260816_00:02:09
河南三支一扶考试存组织作弊犯罪		1751216	21	20260816	20260816_00:02:09
国乒男单无缘八强		1728650	22	20260816	20260816_00:02:09
欢迎来龙餐馆 细节		1661037	23	20260816	20260816_00:02:09
印尼 7.7 级地震触发海啸预警		1609480	24	20260816	20260816_00:02:09
汇金、证金退出茅台十大股东		1455421	25	20260816	20260816_00:02:09
胖东来闭店一天整条街无人出摊		1403327	26	20260816	20260816_00:02:09
女生遭偷拍对方手机全是女性的腿		1222434	27	20260816	20260816_00:02:09
谢霆锋：糖拌西红柿不能拿来比赛		1212819	28	20260816	20260816_00:02:09
河南一传染病医院被淹		1185649	29	20260816	20260816_00:02:09
河南周口河水暴涨		1905670	18	20260816	20260816_00:41:51
网友集体呼吁旺旺减糖		1545492	26	20260816	20260816_01:21:48
奥德赛	hot	2713574	10	20260816	20260816_01:41:53
3到5年内社保走向全额实缴		2250523	14	20260816	20260816_01:41:53
你家老小区将迎巨变		1270561	29	20260816	20260816_02:21:58
DeepSeek Harness		3269457	6	20260816	20260816_03:21:54
普京登岛 日本急了		1517504	27	20260816	20260816_03:41:53
冉莹颖说打输了大不了换老公		1959417	19	20260816	20260816_03:52:00
河南三地发生堤坝溃口		3038967	7	20260816	20260816_04:02:06
特朗普允许美海军海外建舰		1397193	29	20260816	20260816_04:02:06
《披荆斩棘 2026》第一期		2003485	17	20260816	20260816_05:02:11
路易吉正式认罪		1852757	22	20260816	20260816_05:02:11
巴旦木公主疑似怀孕了		1404565	29	20260816	20260816_05:02:11
