话题	label	热度	index	在榜日期	在榜时间
警方对捐日本侵华罪证少年启动保护	hot	5310804	0	20260802	20260802_00:01:53
DeepSeek-V4 Flash正式版发布	hot	3588578	1	20260802	20260802_00:01:53
连云港火灾母女窗外避险时坠楼	hot	3449620	2	20260802	20260802_00:01:53
天价退票费全额退了		3419813	3	20260802	20260802_00:01:53
人生选择模拟器	activity	3218096	4	20260802	20260802_00:01:53
超强台风白海豚爆发式增强	new	3117237	5	20260802	20260802_00:01:53
女子手术身亡麻醉师玩手机	hot	3016378	6	20260802	20260802_00:01:53
喜羊羊新作画面疑似擦边	hot	2856724	7	20260802	20260802_00:01:53
蔡崇信宣布离婚	hot	2837123	8	20260802	20260802_00:01:53
小米澎程技术发布会		2734297	9	20260802	20260802_00:01:53
杨勇获国防科技一等功		2560255	10	20260802	20260802_00:01:53
台风白海豚要来了		2482538	11	20260802	20260802_00:01:53
博主称玩竹知了被举报侵权		2477449	12	20260802	20260802_00:01:53
张颖颖发博骂马筱梅夫妇	hot	2343457	13	20260802	20260802_00:01:53
听泉赏宝否认炒股亏光被父母拉黑		2286407	14	20260802	20260802_00:01:53
知友邓煜获得菲尔兹奖		2082423	15	20260802	20260802_00:01:53
《蜘蛛侠：崭新之日》热映		2034564	16	20260802	20260802_00:01:53
丘成桐作诗祝贺王虹邓煜		2031987	17	20260802	20260802_00:01:53
媒体曝 AI 裁员开始回撤		2024494	18	20260802	20260802_00:01:53
敦煌融媒体外籍主播放弃聘任资格		1983655	19	20260802	20260802_00:01:53
运营商停止第三方互联网渠道号卡办理		1891403	20	20260802	20260802_00:01:53
房主任被停演 3 个月		1882542	21	20260802	20260802_00:01:53
AI 泡沫或进入倒计时		1786316	22	20260802	20260802_00:01:53
曝多家 AI 公司收旧书训练模型后销毁		1738887	23	20260802	20260802_00:01:53
《年会不能停2！》热映		1668246	24	20260802	20260802_00:01:53
湘财、国盛证券被证监会立案		1611487	25	20260802	20260802_00:01:53
电报创始人被全球通缉		1603951	26	20260802	20260802_00:01:53
韩股38天跌掉韩国一年GDP		1513929	27	20260802	20260802_00:01:53
OpenAI Astra大量解决数学猜想		1505703	28	20260802	20260802_00:01:53
韩国股市上涨近18%创历史最大涨幅		1482321	29	20260802	20260802_00:01:53
八仙	hot	2151517	16	20260802	20260802_00:31:52
日元		1528942	29	20260802	20260802_01:01:57
连云港母女	hot	2217620	15	20260802	20260802_01:41:40
韩国股市第九次触发熔断机制		1464560	29	20260802	20260802_02:14:03
精神科医生10级美颜证件照火了		1471299	29	20260802	20260802_02:41:45
西班牙称边境已完全崩溃		1529495	29	20260802	20260802_03:51:41
