话题	label	热度	index	在榜日期	在榜时间
河南14万考生成绩作废	hot	6635938	0	20260814	20260814_00:02:24
王宝强0票	hot	4705165	1	20260814	20260814_00:02:24
DeepSeek 峰谷定价	new	4183335	2	20260814	20260814_00:02:24
Zhihu CLI上线	hot	3922419	3	20260814	20260814_00:02:24
DeepSeek V4 Pro 正式版发布	hot	3661504	4	20260814	20260814_00:02:24
福建福安一船厂爆炸	new	3641418	5	20260814	20260814_00:02:24
婚外胚胎案男方已撤销离婚	new	3621332	6	20260814	20260814_00:02:24
百万粉网红姜小柔因车祸去世	hot	3581161	7	20260814	20260814_00:02:24
网红巴旦木公主晒与卢本伟结婚照	hot	3179209	8	20260814	20260814_00:02:24
山西一实习护士晒患者隐私照		2898055	9	20260814	20260814_00:02:24
华人加密投资者叶俊德被曝全裸坠亡		2804035	10	20260814	20260814_00:02:24
儿子说「以后大不了送外卖」爸爸真带他去了		2678356	11	20260814	20260814_00:02:24
上半年全国结婚登记 327.5 万对		2620773	12	20260814	20260814_00:02:24
Claude黎曼猜想获重大突破		2609533	13	20260814	20260814_00:02:24
阿里系中高层被曝遭大厂拒收		2483768	14	20260814	20260814_00:02:24
DeepSeek 涨价		2467518	15	20260814	20260814_00:02:24
河南郏县北汝河段民堤溃口		2457056	16	20260814	20260814_00:02:24
两弹一星功勋王希季逝世		2414613	17	20260814	20260814_00:02:24
《影之刃零》正式开启预售		2288382	18	20260814	20260814_00:02:24
社保实缴夯实严查		2263742	19	20260814	20260814_00:02:24
《欢迎来龙餐馆》奥斯卡		2259107	20	20260814	20260814_00:02:24
威少宣布退役		2253478	21	20260814	20260814_00:02:24
《哪吒之魔童闹海》获奖无人站起		2246992	22	20260814	20260814_00:02:24
邹市明宣布将重返拳击赛场		2205631	23	20260814	20260814_00:02:24
腾讯发布二季度财报		2151641	24	20260814	20260814_00:02:24
易烊千玺百花奖最佳男主角		2117923	25	20260814	20260814_00:02:24
于东来回应关闭胖东来生活广场店		2087412	26	20260814	20260814_00:02:24
苹果被曝正测试长鑫存储芯片		1930053	27	20260814	20260814_00:02:24
BLG 首发上单 Flandre		1838736	28	20260814	20260814_00:02:24
Grok4.6发布		1807268	29	20260814	20260814_00:02:24
DeepSeek 涨价	hot	2498277	14	20260814	20260814_00:11:51
龙餐馆	hot	1815198	28	20260814	20260814_00:11:51
DeepSeek Harness	hot	2502504	14	20260814	20260814_00:22:00
方文山方回应出轨传闻		1739666	29	20260814	20260814_00:41:59
河南郏县北汝河段民堤溃口	hot	2489740	15	20260814	20260814_00:52:07
福建福安一船厂爆炸		2368694	17	20260814	20260814_00:52:07
新规禁止居民楼开油烟餐饮		1680037	29	20260814	20260814_02:21:56
花开锦绣		1654461	29	20260814	20260814_02:42:02
婚外胚胎案男方已撤销离婚		2468629	14	20260814	20260814_03:11:58
婚外胚胎案男方已撤销离婚	hot	2482900	14	20260814	20260814_03:21:56
郭德纲 改编红歌		1610150	28	20260814	20260814_03:21:56
雅典娜母亲针对遇害传闻发声		1568977	29	20260814	20260814_03:21:56
网红巴旦木公主晒与卢本伟结婚照		3143258	5	20260814	20260814_03:52:02
上半年结婚登记327.5万对		1559050	29	20260814	20260814_03:52:02
《原神》7.0版本		1535459	28	20260814	20260814_04:12:13
清华美院教授将红军画成眯眯眼		1493092	29	20260814	20260814_04:12:13
BLG 1-2 JDG		1440894	28	20260814	20260814_04:41:57
你家老小区将迎巨变		1422938	29	20260814	20260814_04:52:03
董卿被造谣 华住会文学		1404256	29	20260814	20260814_05:22:04
DeepSeek Harness		2615709	10	20260814	20260814_05:32:03
