话题	label	热度	index	在榜日期	在榜时间
黄总请你去包厢事件系误会	hot	5869370	0	20260721	20260721_00:01:54
西班牙领奖时阿根廷全队背过身	hot	4965067	1	20260721	20260721_00:01:54
西班牙1-0阿根廷夺世界杯冠军	hot	4060763	2	20260721	20260721_00:01:54
旭旭宝宝不看周星驰新片被网暴	hot	3284067	3	20260721	20260721_00:01:54
人生选择模拟器	activity	3193153	4	20260721	20260721_00:01:54
马龙许昕全锦赛男双夺冠		3102239	5	20260721	20260721_00:01:54
姆巴佩获世界杯金靴		3062627	6	20260721	20260721_00:01:54
谢贤去世	hot	3022790	7	20260721	20260721_00:01:54
女孩囤积大量吧唧致甲醛中毒	hot	2993855	8	20260721	20260721_00:01:54
港媒曝演员谢贤去世	hot	2948231	9	20260721	20260721_00:01:54
曝气象局会卡40℃不报		2769623	10	20260721	20260721_00:01:54
罗德里获世界杯金球奖		2550608	11	20260721	20260721_00:01:54
KIMI K3模型正式上线		2550608	12	20260721	20260721_00:01:54
DeepSeek V4 正式版即将发布		2539690	13	20260721	20260721_00:01:54
雅可比猜想被AI证伪	hot	2504607	14	20260721	20260721_00:01:54
彭水山体崩塌爆破成功进入深度救援		2381128	15	20260721	20260721_00:01:54
马来西亚宣布驱逐所有以色列人	hot	2368589	16	20260721	20260721_00:01:54
重庆彭水发生山体崩塌		2314059	17	20260721	20260721_00:01:54
7 月 LPR 出炉		2274424	18	20260721	20260721_00:01:54
余文乐宣布离婚	hot	2239024	19	20260721	20260721_00:01:54
阿根廷首都球迷暴乱		2133686	20	20260721	20260721_00:01:54
恩佐世界杯决赛染红被罚下		2119231	21	20260721	20260721_00:01:54
世界杯夺冠后爆发冲突		1959486	22	20260721	20260721_00:01:54
一年超 8 万家面包店关停		1919761	23	20260721	20260721_00:01:54
高考分数排名		1886301	24	20260721	20260721_00:01:54
肯德基炸鸡配西瓜引美网友热议		1868669	25	20260721	20260721_00:01:54
美军宣布对伊朗开始新一波打击		1773871	26	20260721	20260721_00:01:54
全美出现数据中心出售潮		1729974	27	20260721	20260721_00:01:54
上海暴雨如注		1725992	28	20260721	20260721_00:01:54
今起深圳地铁逢包必检逢人必查		1660129	29	20260721	20260721_00:01:54
樊振东解说阿根廷西班牙决赛		1663150	29	20260721	20260721_00:21:22
八仙		1640352	29	20260721	20260721_00:41:33
阿根廷总统宣布放假 1 天		1603069	29	20260721	20260721_01:21:34
余文乐宣布离婚		2028544	21	20260721	20260721_01:51:32
马来西亚宣布驱逐所有以色列人		2248174	16	20260721	20260721_02:21:19
雅可比猜想被AI证伪		2670993	11	20260721	20260721_04:01:49
背调公司称能查离婚诉讼		1705611	28	20260721	20260721_04:01:49
世界杯		1881668	23	20260721	20260721_04:51:39
韩国股市大跌		1571518	28	20260721	20260721_05:41:33
月之暗面kimi称算力紧缺		1552695	29	20260721	20260721_05:41:33
谢贤去世		2612940	11	20260721	20260721_06:11:40
港媒曝演员谢贤去世		3081362	5	20260721	20260721_06:21:40
女孩囤积大量吧唧致甲醛中毒		3036254	6	20260721	20260721_06:21:40
两家央企宣布增持中国股票		1518636	29	20260721	20260721_06:21:40
这一秒过火		1515963	29	20260721	20260721_06:31:43
西班牙1-0阿根廷夺世界杯冠军		3869882	1	20260721	20260721_07:21:35
丁禹兮演唱会		1514743	29	20260721	20260721_07:21:35
曲婉婷患癌		1587616	29	20260721	20260721_07:31:39
旭旭宝宝不看周星驰新片被网暴		3287220	2	20260721	20260721_07:51:40
阿根廷全队拒绝赛后采访		1492666	28	20260721	20260721_07:51:40
世界杯总决赛中场秀不直播		1468615	29	20260721	20260721_07:51:40
西班牙领奖时阿根廷全队背过身		3544942	1	20260721	20260721_08:11:34
阿根廷西班牙赛后冲突对话曝光		1499439	27	20260721	20260721_08:11:34
